gpid,comment
57,재밌다
57,인싸들만 하세요인싸들은 서로 아이템써도 웃어넘기는데저같은 사회성 떨어지는 고졸앰생찐따아싸히키버러지고아저소득차상위계층노가다뛰는병신버러지는 지 쳐맞고 당했다고 분위기 씹창내고 게임 팟 터뜨리니까 할 생각 하지 마시구요저때문에 디코방도 터지고 친구삭제도 당하고 인간관계 가뜩이나 없는거 저 밑바닥 구렁텅이로 떨어졌습니다....
57,"미니게임을 곁들인 주사위 보드게임입니다.맵 곳곳을 돌고 미니게임에서 승리하여 열쇠를 모아 왕관을 얻는 게임입니다.이 과정에서 모은 아이템을 적절히 사용하여 상대를 방해하세요! (친구에게 쓸 때는 적당히 눈치도 봐야겠죠?)기본 규칙대로 하면 한 판에 한두 시간은 기본으로 걸리지만, 시간 가는 줄 모르고 하는 게임이에요!"
58,캐릭터들 움직임이나 생활상 자체를 보길 즐기는 유저에게 알맞습니다. 병원은 시스템 착착 돌아가는 맛으로 했는데 캠퍼스는 안그래요.
58,투포인트 시리즈는 항상 재밋음
58,"진짜 재미있게 했고, 시간가는줄 모르고 했다다만, 게임을 진행하다 보면, 결국 반복적인 업무들이 많다보니, 중간중간 졸앗음후속작 나오면 바로 할듯"
58,시간가는줄  모르고함 개꿀잼입니다
58,존잼
58,노가다 너무 심함
58,진짜 다른건 다 막 뭐라할 정도는 아닌데 매력도 이거 만든애는 적당히 해야지 강제로 플탐 늘릴려고 작정한걸로 밖에 안 보임  매력도 그냥 빼던가 앵간치 해야지 존나 의미도 없이 매력도 때문에 강제로 플탐 늘어난게 절반은 될 듯 진짜 전작도 매력도 때문에 빡쳤는데 이것 때문에 비추준다
58,연달아서하면 반복적이라 생각날때마다 하나씩 하다보니 다 깸 쉬엄쉬엄하면 재밌음전작도 그렇고 차기작엔 매력도 올린다고 포스터 도배하는거 대신 다른 몬가를 좀 도입해주길
58,시간가는 줄 모르겠어요
58,시간 가는줄 모르고 했네여
60,새로운 친구도 사귈수있고 마피아 게임이라 재미있는것 같네요^
60,꽈고각꽉꽉
60,귀엽다! 재밌다!
60,나 오리 아니라고 10련들아
60,재밋서요
60,"나치가 공산주의자들을 덮쳤을 때,나는 침묵했다.나는 공산주의자가 아니었기 때문이다."
60,방구좀그만껴봐 최민서갈통련아
60,평 좋길래 깔았는데 이거 어몽어스잖아여!ㅜ
60,같이할사람999999999999999999999999999999
60,재밋음
61,재밌다...!!
61,다이스 좆망겜
61,처음부터 빌드업을 잘 쌓아야 하는 게임유사 프린세스 메이커임
61,보드게임 느낌 물씬 풍기는 게임입니다 D&D 삘좀 난다고 보면 될듯 무슨 행동을 하던 주사위 굴려서 나온 값에 따라서 정해지는데 친구들이랑 같이하면 가끔 트롤하면 망하는 상황이 발생할때도 있습니다. 무기는 2개 이상 들고다니십쇼 부서지는 무기 하나만 들고다니다가 부서지면 클남
61,내 실력도 필요 없고 오로지 운과 확률로 결정된다니이거 완전 도파민 덩어리 아니냐
61,킬링 타임 죽이다 시간.
61,같이 할사람이 있어야 잼있다 ㅋㅋ
61,운빨ㅈ망겜
61,칭구들이랑 재밌게 시간때울수있는겜!
61,얘들아 엔딩봐야지
62,"가끔 황당한 버그와 번역이 덜 된 영어 지문을 해석해서 읽으며 자신과의 싸움을 하지만,그럼에도 스타듀밸리와 동숲을 좋아했던 유저라면 모두 만족할만한 퀄리티와 훌륭한 이벤트씬,넘치는 컨텐츠에 할게 너무 많아서 행복한 비명을 지르며? 농사부터 착실히 하고 있는 본인을 발견한다.오늘도 나는 퇴근 후, 또 다른 노예생활 하러 달려왔다..^^"
62,"전체적으로는 3D 스타듀밸리에 마을 등급 및 다이빙 컨텐츠를 더한 느낌입니다.이런 류의 게임을 좋아하시면 마찬가지로 재미있게 할 수 있을 것입니다.아래는 플레이하며 느낀 단상들.버그가 너무 많습니다.버전 1.0도 지났는데 완성된 게임이라 하기 민망한 정도.아직 게임 진행에 이상이 생기는 수준은 못 봤고, 퀘 완료 컷신이 끝난 뒤 그 퀘를 받을 때 이미 보았던 컷신이 한 번 더 지나간다거나 하는 정도.낚시 도중 UI가 사라지는 (다소 치명적인)버그는 ESC를 누르면 해결됩니다.중간 중간 특정 지역에 가면 게임이 툭툭 끊기는 현상도 다발합니다.간혹 핫바의 도구를 클릭으로 전환하는 게 먹통이 될 때가 있습니다.이동 도중 핫바의 도구를 클릭으로 바꾸면 이동이 멈추는 현상이 있습니다.대시하며 핫바의 도구를 클릭으로 바꿀 경우, 대각선으로 대시할 수 없는 현상이 있습니다.절임통에서 무엇을 절이고 있는지 아이콘이 제대로 안 뜨는 현상이 드물게 있습니다. 풍차에서는 자주 발생합니다.한국어 번역도 특정 몇몇 npc의 대사는 대부분 영어로 출력되고, 그 외에도 군데군데 영어로 나오는 스크립트가 꽤 있습니다.npc 대사 중 특정 이벤트 전야 스크립트는 전부 영어로 나오고, 일반 대화에서도 npc 대사의 순서가 이상하게 배치된 경우가 있습니다.이벤트 미니게임을 아직 하지도 않았는데 npc에게 말을 걸면 주인공이 승리했다는 대사를 하기도 합니다.npc 소개문 중 '대나무 숲의 중심에, 판다젠은 플룻으로 주변을 선율로 노래하며 발견될 수 있어.'라는 문장구조가 이상한 번역도 있습니다.김치를 만들 때 순무로 만든 건 깍두기로 표시되는 세심함이 있긴한데 그런 데 쓸 신경이 있으면 영어 스크립트들을 번역기라도 돌려서 넣어줬었으면 더 좋았을 거 같은데순무(봄)와 무(여름)가 다른 작물로 있는데 절이면 둘 다 순무 절임으로 나옵니다.얼리액세스라고 철썩같이 믿었는데 이미 정식 출시가 된 게임이라니 어떤 의미에서는 반전이네요.혹시 고칠 생각이 없는 건가."
62,익숙해서 맛있는 맛
62,"할 거 많고, npc, 연애 대상 캐릭도 엄청 다양하고 많아서 흥미롭고 재밌긴 합니다.이렇게 할 거 많은 게임은 또 간만이네요.. 농사 힐링 게임 하고 싶으시다면 강추입니다!!!!한국어 버전이 나와 너무 기쁜 유저이긴 하나아직 미번역된 대사가 너무나 많아요.. 꼭 업데이트 되기를💐"
62,진짜 재밌음 다만 번역 상태가 아직 미흡해서 몰입을 깨는 경우가 종종 있음
62,선물로 주라니까 자꾸 지가 처묵처묵함 npc눈앞에 두고 걸신들린것마냥 허겁지겁 처먹는꼴볼때마다 주인공 개패고싶음
62,"이벤트가 많지만 주인공과는 관계없는 이벤트가 대부분이고, npc들과 놀이도 짧고, 낚시는 매번 나오는 어종만 나오고, 벌레도 마찬가지. 광산은 지루하고 광물도 보석도 안 나와요. 몬스터를 잡아도 보상은 늘 똑같고요. 연애할 npc도 없다는 게 제일 문제예요. 잘생기지도 않고 개성이 강하다거나 성격이 좋지도 않은 캐릭터들이라 공략할 대상의 미혼이 많아도 전부 똑같아요. 그냥 동네를 어슬렁거리는 한량들일뿐. 일부 캐릭터는 주인공을 일방적으로 혐오하던데, 부모를 죽인 원수도 아니고 왜 그런 캐릭터를 넣은 건지 이해가 안 되네요."
62,잔잔하게 계속 할수 있는 게임입니다. 동물의 숲과 같은 느낌의 게임을 원하신다면 추천 드려요~
62,"할건 많은데 할 동기가 없네요 호감도 npc의 대부분은 주름 자글자글 수염난 아저씨네요 14명중 12명이 수염캐에요 제작자 패티쉬입니까? 돈 벌 이유가없어요 아무랑도 연애하고싶지 않고 아무랑도 친해지고싶지않아요 이벤트는 또 얼마나 재미없게요? 아무리 노가다게임을 좋아한다지만 그에 상응하는 보상을 기대하기 마련인데 보상은 그저 또다른 노동거리 제공. 그래픽이며 오브젝트만 화려한, 그니까 소문난잔치에 먹을거 없는것처럼 겉만화려한게임이에요.와쿠 빼고 다 믹서기에 갈아버리고싶어요"
62,아기자기해서 좋아요
63,목표치가 완전쌩노가다긴한데그래도재밋고할만합니다샌드박스형 공장건축타이쿤 재밌어하는사람들한테는 좋은 게임같아요단점은 키조작감이 너무 이상하고 평지화가 안되어있는 바닥들이 좀 있는데 여길 지나갈때마다 화면이 그대로 덜컥덜컥 움직여서 3D게임만 해오던 제가 3D멀미가 있다는걸 난생 첨 알게됐네요이점때문에 뭔가 하려면 바닥부터 정리하고 해야한다는점 빼면 하루종일 재밌게 하고있습니다
63,자동차로 사람 치는게 제일 마음에 들어요
63,게임하다 토 할 거 같은 거 처음임쓰레기 게임 내지는 게이머 고문기구임
63,맵이 없어지고 아주 버그가많네여
63,먼가 먼가 좀 복잡하긴 한데먼가 먼가 재밋음 ㄹㅇ
63,초반에 유용할 꿀팁흙 한번퍼서 강바닥에 놓고 끄트머리쪽 퍼면 무한흙 가능양동이 강 속에 박아두고 그옆에 흙 쌓아둔다음 흙푸기> 붓질 > 흙푸기 > 붓질 > 흙푸기 > 붓질좀 쌓이면 그대로 양동이들고 보석상가기이거 한 30분해주면 첫마을 물건 다살만큼 부자됨1. 튜토리얼이 없음. 시작하자마자 마을 초입 띡 보여주고 덩그러니 내가 서잇음.2. 초반밖에 안햇지만 초반이 너무 지루함. 근데 이건 참을 수 있음.3. 인벤토리가 없음.3-1. 돈도 아이템임.... 3-2. 그러면 최소한 두손은 쓰게해줘야지 무조건 한아이템만 가능...... 3-3. 아이템 하나 사러가는데도 물건 챙기고 돈도 챙기려면 수레를 써야됨...... 아님 바구니. 이 세계관엔 가방이 없나봄.4. 조작이 진짜 조악함. 4-1. 물건놓기가... 물건 떨어뜨리기임......근데 그냥 놓을땐 문제 X.하지만 물이 담긴 작은 바구니로 양동이에 물을 담으려면 물이 떨어질 위치를 양동이에 맞춰야함..... 물건과 물건 사이 상호작용이 너무너무 어려움4-2. 시야가 위치한 곳에 상호작용가능한 물건이 있다면 무슨키인지 띄워주기라도 하든가.. 다른 모든 상호작용 키는 E인데 상점에서 구매버튼은 마우스키임.. ㅠㅠ; 조작키 설정에도 마우스키 설정되어있는게 없어서 헤맷음5. 솔직히...................................... 맵은 좀 내장해주라.................. 맵도 손에 들어야됨. ㅜㅜ더 하면 재밋을지도 모르겟으나... 더 할 생각이 안듦.
63,저만 그런건지 모르겠지만 게임이 갑자기 이유 없이 언리얼 엔진 관련 크래시가 나는 버그가 있어 게임 진행을 2시간 이후로 못하고 있습니다. 게임은 자체는 재밌지만 버그들이 고쳐지지 않는다면 게임을 추천하기는 힘들 것 같습니다.
63,아니 왜 내가 사니까 할인하는데게임 자체는 굉장히 우수함
63,굳이 추천하진 않음 초반 몇시간만 재밌음
63,님들 두더쥐 산다음에 길드코인으로 뭐 사지 마셈 이것땜에 두더줘 산거 날아감
64,친구랑 같이 즐기기 재밌어요
64,생존+크래프팅+RPG장르 중에 탑급이였음 진짜 졸라 재미있다.하지만 얼액이라 컨텐츠가 없다.이제 막 뭐 좀 해볼까 하면 끝남정출때까지 묵혀놓을 생각인데 그래픽 타격감 크래프팅 건설 성장요소 다 개쩔어서진짜 정출이 기대되는 게임중하나
64,재밌어 너무 재밌어.. 당신들 계속 개발해줘그리고 뉴비들에게 꿀팁 주자면.. 길이 있는 이유가 다 있으니까 길 개척해서 고생하고 다니지 말고꼭 길로 다녀라..그리고 공략 안보고 하는걸 추천
64,"시2발 절대 사지마셈 이딴거 돈주고 살바에 차라리 치킨사먹음글라이드 필때마다 프레임 한자리수 나오고 마우스 휠로 아이템 바꿀때마다 프레임 드랍현상 나타나고마우스 휠로 아이템 변경하면서 캐릭터 조작해서 이동시키면 높은확률로 크래쉬가 발생해 게임이 튕기는현상 발생가뜩이나 게임할때마다 뚝 뚝 끊기는 현상도 좆같은데 프레임버그도 있어서 30~40프레임이 고정으로 나오는미친 장애인게임임 게다가 커마 외형도 서양 특유의 PC 조오오온나 묻어서 이쁜거나 잘생긴 커마 하나도 불가능함60기가짜리 게임이란게 맞나싶을정도로 병신같은 그래픽은 한몫하고 ( 찰흙,일부지역 그래픽 계단현상 )1~2시간 하면 눈이 굉장히 피로함 (사람마다 다름)난 친구들이랑 하다가 빨간약 먹고 먼저 탈출했음자기가 이걸 다 극복할수 있다고 생각하면 구매 ㄱㄱㄱㄱㄱㄱ"
64,재밋네
64,존잼
64,제발 없는 재료 어디서 구해오면 되는지 좀 표시해줘
64,시대를 잘못 타고난 게임.1년 일찍 출시했거나1년 늦게 개발 더 해서 출시했어야 함.컨텐츠가 많아보이나 엄청 얕은 이상한 게임그래서 재미없냐?재밌음.
64,아직 많이 부족한게임 직관적이지 않고 뻉뺑이 많이 돌아서 게임을 할 의지가 안들게 만듬 ㅜㅜ 갓겜.
65,하온 행복하니 나 죽이니까 행복하냐고....이 게임은 열심히 일하고 믿었던 친구에게 죽임 당하는 게임이에오...흑흑흑
65,난... 널... 그저....
65,굳
65,"협동 게임, 그리고 의리게임"
65,나는 빡대가리구나
65,대가리 깨질뻔함
65,진짜 내가 세 번째 확인할 때까지만 해도 여기 아무것도 없었는데..
65,친구놈이 하자고 해서 샀는데 1년이 넘도록 하자는 말을 안한다. 개샠히
65,아무도믿지마
65,다은이랑 또 싸웠어요
66,퀘스트 중에서 물약 상인한테 팔래서 정말 팔았더니 퀘스트 진행이 안돼요..;;ㅜㅠㅜㅜㅜㅠㅜㅠㅜㅠ 하....
66,컴퓨터 바뀔때마다 캐릭터 매번새로 만들어야함?
66,컨텐츠는 적은데 7~8시간 정도는 정신없게 할 수 있었다혼자 하지 말 것
66,혼자 하면 골목식당 빌런 주인들의 마음을 이해하게 될 수도?
66,아니 자동식기세척기 있는데.. 수도좀 연결해주세요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.물 그만 뜨고 싶어요.
66,이 가격 이정도 퀄리티면 만족!
66,계란 개많이 쌓임 다 갖다 팔면 장사안해도됨
66,아주좋아닭강정
66,초반에는 솔플보다는 여러 명이서 플레이하는 것을 추천후반 여러 가지 레시피를 얻고 장비(?)도 좋아지면 혼자서도 충분히 플레이 가능선술집 운영 외 필드 몬스터(동물 제외)를 잡거나 배*의민족으로 재화 벌이 가능단 몬스터에게 맞을 시 많이 많이 아프므로 주의오랜 시간 하기엔 콘텐츠가 부족한 듯.. 퀘스트를 달라ㅏ
67,인생에서 한번도 안하면 손해지만 순간 재미들리면 자꾸 생각나는 중독성 오지는 보약게임.앞으로도 함께하자 인생 명작아.
67,"이제야 돌 줍는 법을 알았습니다. 재밌네요Now, I know how to pick up stones.  It's fun."
67,좆같은 게임임 걍  ㅄ같은 좆버그 때문에 화살 있는데도 안쏴지고 공룡은 뭔 시발 ㅈㄴ 큰 공룡은 레벨이 안보여서 깝치다 ㄷ뒤져서 템 없어지고 기절 ㅈㄴ 시키고 조련 ㅈ같이 안되고 도망가는 프테라나 제작자 ㅈㄴ 패고 싶네 시발
67,길게 즐기기 좋음 단순히 찍먹은 좀 그런듯
67,일단 그래픽이 개지리고 컴 안 좋으면 렉 걸려서 하기 좀 어려운데 일단 공룡 백과사전 저리가라임 ㄹㅇ 진짜로 돈 남는다? 나같으면 무조건 아크사서 친구들이랑 한다. 이거리얼 진짜 개재밌고 1만6천원이 아깝지 않을정도로 개지림 무조건 사세요 다들 추천드려요
67,너무 지루함 ㅉㅉ
67,내 취양에 너무 딱 알맞은 게임
67,마우스 2개 키보드 1개 버렸습니다
67,시작하면 최소2년은 잡고 행하는 게임.
68,개 명작이긴함 (25분)
68,할만해요.
68,재밋다. 옙븐 맵 돌아다니고 날개 얻고 친구 만들면서 힐링하는것 갓다! 캐릭터도 기엽고 괴물 만나면 조금 무섭긴한데 괴물잇는 맵 안가면 댐 ㅋ 예쁜 풍경 사진찍구 돌아다니는 게임
68,"접었던 중에 pc 버전이 나왔다고 해서 한번 깔아봤는데 역시 불친절의 대명사 댓겜이네요^^ pc게임 깔자마자 바로 스팀계정으로 연동된 새계정이 깔리게 하고, 새계정 스팀연동 해제하려고 하니까 연동해제 불가능하고, 원래 계정 스팀으로 연동하려고 하니까 이미 연동된 계정 있다고 안된다고 하고, 새계정 삭제 요청하니까 계정 삭제에는 시간이 걸린다고 하고^^ 아무튼 pc버전 시작하기 전에 미리 모바일 계정 스팀으로 연동해두지 않으면 난리난다는 거. 게임 좀 친절하게 만들어주면 어디 덧나나요?"
68,손잡는게임
68,"미국회사 대표가 중국계 미국인이라 국뽕이 넘쳐나는 사람...심지어 갓, 한복 등 한국의 문화는 큰 나라인 중국에서 영향 받았다고 말하는 동북공정에 앞장서는 Trash 인 것 빼곤 다 괜찮은 게임....Chinese CEO (-_- )p"
68,미친게임 어떻게 무료게임이 이정도??? 무료 and 모바일로 먼저 나온게임이라 과금요소가 있을거같지만 놀랍게 하나도 없음. 현질로만 얻을수있는 치장템이 있긴하나 능력치나 이런거 관련 1도 없는 말그대로 치장템임...나도.. 고인물이 되고싶다
68,억지감동과 날개만 펼치면 지 좃대로가는 스레기같은 조작감 뒤지게 긴 튜토리얼
68,도대체 어디쯤 가면 재밌나 쭉 해봤는데 결국 찾지 못함. 도대체 어디가 MMORPG인지 전혀 모르겠는 온라인 호소 싱글겜. 힐링감성이라는것도 못따라 가겠는게 걍 화사하고 흐느적거리면 힐링이라는건지 그거 원툴이니 재미 포인트도 없음
69,전반적으로 게임 흐름이 느리고 단조로운 구석이 많아 처음 기대했던거만큼 만족스럽지는 않지만.. 나레이션이 한국어 풀더빙으로 되어있고 아트가 귀여워서 긍정평과 남깁니다 모~잼!
69,"아트와 인터페이스가 매우 좋아 게임의 완성도가 보장된다면 매우 좋은 게임이 되겠으나,현재 수준에선 버그가 너무 많습니다.다른 버그들의 경우 대부분 게임을 종료한 후 이어하기를 시도하면 디버그할 수 있었습니다하지만 제 경우 9장에서 아예 진행이 불가능한 버그에 걸렸고, 9장을 다시 플레이 하는 옵션도 없어 더 이상 진행할 원동력을 잃었네요.제대로 만들었다면 좋은 게임이었을 것이라 생각하지만, 완성도가 없어 게임을 완료할 수 조차 없는 게임에 추천을 할 수가 없습니다.완성도만 보장되었다면, 장점이 많아 좋은 게임이었을 것이라 생각합니다."
69,플레이 중간중간 왜 나한테만 그래 하는 억까 버그들이 있지만 신박한 게임이라서 플레이 하는 내내 너무 좋다빨리 엔딩봐야지그래서 어떻게 주인공 이름이 ㅈ?
69,문의를 어디에 해야하는지 모르겠어서 여기에 글을 남깁니다 6장 우주선 부품모으기에 2개의 부품을 모았는데 마지막 부품을 모을수가 없어 진행이 안됍니다 버그 수정 부탁드립니다
69,나름 참신함 퍼즐도 재밌네요
69,비주얼아트 하나만 보고 몇년전부터 기대하던 게임유니크한 색감과 아기자기한 질감으로 눈이 매우즐겁고 2d와 3d를 넘나드는 플레이스타일도 독특하고 신선했다.중간중간에 있는 미니게임들도 분위기 환기시키는데 아주 효과적이었던것 같다하지만 기대가 많이 컸던 것일까 가격대비 좀 짧은 플탐과 약간 뻔하고 단조로운 스토리는 살짝 지루하기까지 했다너무 선형적이다못해 한번 지나간 챕터는 다시 플레이 하지도 못해서 수집요소 모으기도 힘들었고 맵도 짜임새가 있는편은 아니라 '닌텐도'스러울뻔하다가 만느낌..아쉬움이 많지만 즐거운 경험을준만큼 할인하면 한번쯤은 해볼만 한듯
69,"와 3D 모두 그래픽이 고퀄리티라서 보는 재미가 있는 게임입니다.그래픽 감상하는 것만으로도 충분히 가치가 있다고 생각합니다.다만 추천설정은 과도하게 높은 프레임으로 설정하니 그림자 같은 설정은 조금 더 낮추는 것을 추천드립니다.게임 형식은 가벼운 퍼즐과 미니게임을 병행하며 스토리를 진행합니다.게임 속의 게임까지 합하면 10가지 정도는 되는 것 같습니다.난이도는 쉬운 편이며 퍼즐에서 막히는 부분은 NPC에게 물어보면 힌트를 얻을 수 있어서시원시원하게 진도를 나갈 수 있습니다.미니게임이 많은 것은 장점이자 단점인 것 같은데요,다양한 재미를 주는 것은 맞지만 게임의 큰 줄기 흐름을 깨게 하는 느낌도 있습니다.스토리는 동화를 표방하기 때문에 조금은 유치하게 느껴질 수 있습니다.한글 더빙도 되어있으나 동화책 읽어주는 부분은 더빙되어 있고게임 진행하면서 등장인물끼리 대화하는 부분은 더빙이 되어있지 않습니다.그래도 이 정도만해도 충분하다고 생각합니다.정성이 많이 들어갔다 라는걸 플레이하면서 여러 군데에서 느꼈으며창의적이다 라고 느낄만한 포인트도 몇 군데 있었습니다.다만 난이도가 조금 더 높았으면 좋았을 것 같은데전연령 대상이니 지금 수준도 괜찮은 것 같네요.엔딩까지 3번 정도 버그가 발생했는데요 (키가 안먹는다든지 주인공이 2명 된다든지)끄고 바로 재시작하면 같은 버그는 발생하지 않아서 별 문제는 없었습니다.출시 초기이니 차차 버그픽스 되겠죠.https://youtu.be/hblr1Lv41ss?si=3dXwo3KQKULG7cZU"
